label,message,length
0,"['haf', 'u', 'eaten', '?', 'wat', 'time', 'u', 'wan', '2', 'come', '?']",11
1,"['want', 'new', 'video', 'phone', '?', '750', 'anytime', 'network', 'min', '?', 'half', 'price', 'line', 'rental', 'free', 'text', '3', 'month', '?', 'reply', 'call', '08000930705', 'free', 'delivery']",24
0,"['yo', ',', 'call', 'get', 'chance', ',', 'friend', 'mine', 'wanted', 'ask', 'big', 'order']",12
0,"['this', 'single', 'single', 'answer', 'fighting', '?', 'plus', 'said', 'broke', 'didnt', 'reply']",11
0,"['it', 'certainly', 'put', 'thing', 'perspective', 'something', 'like', 'happens']",8
0,"['now', 'got', 'tv', '2', 'watch', 'meh', '?', 'u', 'work', 'today', '?']",11
0,"['felt', '...', 'conveying', 'reason', '..', 'ese', '...', 'what', '?']",9
1,"['had', 'mobile', '11', 'month', '?', 'u', 'r', 'entitled', 'update', 'latest', 'colour', 'mobile', 'camera', 'free', '!', 'call', 'the', 'mobile', 'update', 'co', 'free', '08002986030']",22
0,"['how', ""'s"", 'going', '?', 'got', 'exciting', 'karaoke', 'type', 'activity', 'planned', '?', 'i', ""'m"", 'debating', 'whether', 'play', 'football', 'eve', '.', 'feeling', 'lazy', 'though', '.']",23
0,"['i', 'told', 'coming', 'wednesday', '.']",5
0,"['its', 'ok', ',', 'called', 'mom', 'instead', 'fun']",7
1,"['dear', 'voucher', 'holder', ',', 'to', 'claim', 'week', 'offer', ',', 'pc', 'please', 'go', 'http', ':', '//www.wtlp.co.uk/text', '.', 'ts', '&', 'cs', 'apply', '.']",21
0,"['well', 'i', ""'m"", 'desperate', 'i', ""'ll"", 'call', 'armand']",8
0,"['are', 'work', 'right', '?']",4
1,"['congrats', '!', 'nokia', '3650', 'video', 'camera', 'phone', 'call', '09066382422', 'calls', 'cost', '150ppm', 'ave', 'call', '3mins', 'vary', 'mobile', '16+', 'close', '300603', 'post', 'bcm4284', 'ldn', 'wc1n3xx']",24
0,"['have', ""n't"", 'heard', 'anything', ""'s"", 'answering', 'text', 'i', ""'m"", 'guessing', 'flaked', '.', 'that', 'said', 'jb', 'fantastic']",16
0,"['mmmmmm', '...', 'i', 'love', ',', 'much', ',', 'ahmad', '...', 'i', 'ca', ""n't"", 'wait', 'year', 'begin', 'every', 'second', 'take', 'closer', 'side', '.', 'happy', 'new', 'year', ',', 'love', '!', '!']",28
0,"['pls', ""'s"", 'full', 'name', 'joke', ""'s"", 'school', 'co', 'fee', 'university', 'florida', 'seem', 'actually', '&', 'lt', ';', '#', '&', 'gt', ';', 'k.', 'pls', 'holla', 'back']",24
0,"['sorry', ',', 'i', ""'ll"", 'call', 'later']",6
0,"['ok', '...', 'but', 'said', ""'ve"", 'got', 'wisdom', 'teeth', 'hidden', 'inside', 'n', 'mayb', 'need', '2', 'remove', '.']",16
0,"['and', 'pls', 'pls', 'drink', 'plenty', 'plenty', 'water']",7
0,"['how', '.', 'how', ""'s"", 'queen', '.', 'are', 'going', 'royal', 'wedding']",10
0,"['he', ""'s"", 'lag', '.', 'that', ""'s"", 'sad', 'part', 'keep', 'touch', 'thanks', 'skype']",12
0,"['ok', 'lor', 'go', 'tog', 'lor', '...']",6
0,"['two', 'team', 'waiting', 'player']",4
0,"['can', 'ü', 'send', 'copy', 'da', 'report', '?']",7
0,"['swhrt', 'u', 'dey', ',', 'hope', 'ur', 'ok', ',', 'tot', 'u', '2day.love', 'n', 'miss.take', 'care', '.']",15
0,"['ok', 'da', ',', 'already', 'planned', '.', 'i', 'wil', 'pick', '.']",10
1,"['urgent', '!', 'please', 'call', '0906346330', '.', 'your', 'abta', 'complimentary', '4', '*', 'spanish', 'holiday', '£10,000', 'cash', 'await', 'collection', 'sae', 't', '&', 'cs', 'box', '47', 'po19', '2ez', '150ppm', '18+']",27
0,"['sorry', ',', 'i', ""'ll"", 'call', 'later', 'meeting']",7
0,"['i', 'really', 'need', 'shit', 'tomorrow', 'i', 'know', 'wo', ""n't"", 'awake', 'like', '6']",12
0,"['i', ""'m"", 'good', '.', 'have', 'registered', 'vote', '?']",8
0,"['hmm', 'ok', ',', ""'ll"", 'stay', 'like', 'hour', 'co', 'eye', 'really', 'sore', '!']",12
0,"['dear', 'got', 'bus', 'directly', 'calicut']",5
0,"['mm', 'umma', 'ask', 'vava', 'also', 'come', 'tell', 'play', 'later', 'together']",10
0,"['well', 'general', 'price', '&', 'lt', ';', '#', '&', 'gt', ';', '/oz', ',', 'let', 'know', 'if/when/how', 'much', 'want']",17
0,"['sorry', ',', 'i', ""'ll"", 'call', 'later']",6
0,"['each', 'moment', 'day', ',', 'value-morning', 'brings', 'hope', ',', 'afternoon', 'brings', 'faith', ',', 'evening', 'brings', 'luv', ',', 'night', 'brings', 'rest', ',', 'wish', 'u', 'find', 'today.good', 'morning']",25
0,"['&', 'lt', ';', '#', '&', 'gt', ';', 'w', 'jetton', 'ave', 'forgot']",11
0,"['ok', ""'m"", 'coming', 'home', '.']",5
0,"['can', 'use', 'foreign', 'stamp', 'country', '.']",6
1,"['double', 'min', 'txts', '4', '6months', 'free', 'bluetooth', 'orange', '.', 'available', 'sony', ',', 'nokia', 'motorola', 'phone', '.', 'call', 'mobileupd8', '08000839402', 'call2optout/n9dx']",20
0,"['sorry', ',', ""'s"", 'lot', 'friend-of-a-friend', 'stuff', ',', 'i', ""'m"", 'talk', 'actual', 'guy', 'want', 'buy']",14
1,"['free', '1st', 'week', '!', 'no1', 'nokia', 'tone', '4', 'ur', 'mob', 'every', 'week', 'txt', 'nokia', '8007', 'get', 'txting', 'tell', 'ur', 'mate', 'www.getzed.co.uk', 'pobox', '36504', 'w45wq', 'norm150p/tone', '16+']",26
1,"['want', 'funk', 'ur', 'fone', 'weekly', 'new', 'tone', 'reply', 'tones2u', '2', 'text', '.', 'www.ringtones.co.uk', ',', 'original', 'n', 'best', '.', 'tones', '3gbp', 'network', 'operator', 'rate', 'apply']",24
1,"['cmon', 'babe', ',', 'make', 'horny', ',', '*', 'turn', '*', '!', 'txt', 'fantasy', 'babe', '-', ')', 'im', 'hot', ',', 'sticky', 'need', '.', 'all', 'reply', 'cost', '£1.50', '.', '2', 'cancel', 'send', 'stop']",30
0,"['i', 'come', 'tomorrow', 'di']",4
0,"['wylie', 'update', ':', 'weed', 'dealer', 'carlos', 'went', 'freedom', 'class', 'lunsford']",10
0,"['are', 'happy', 'baby', '?', 'are', 'alright', '?', 'did', 'take', 'job', '?', 'i', 'hope', 'fine', '.', 'i', 'send', 'kiss', 'make', 'smile', 'across', 'sea', '...', '*', 'kiss', '*', '*', 'kiss', '*']",29
0,"['c', 'movie', 'juz', 'last', 'minute', 'decision', 'mah', '.', 'juz', 'watch', '2', 'lar', 'tot', 'ü', 'interested', '.']",16
0,"['how', 'enjoying', 'semester', '?', 'take', 'care', 'brother', '.']",8
1,"['important', 'information', '4', 'orange', 'user', '0796xxxxxx', '.', 'today', 'is', 'ur', 'lucky', 'day', '!', '2', 'find', 'out', 'why', 'log', 'onto', 'http', ':', '//www.urawinner.com', 'there', ""'s"", 'a', 'fantastic', 'prizeawaiting', 'you', '!']",29
0,"['get', 'door', ',', 'i', ""'m""]",5
0,"['lets', 'use', 'next', 'week', ',', 'princess', ':', ')']",8
0,"['or', 'go', 'home', 'first', 'lar', 'ü', 'wait', '4', 'lor', '..', 'i', 'put', 'stuff', 'first', '..']",15
0,"['i', 'want', 'kfc', 'tuesday', '.', 'only', 'buy', '2', 'meal', 'only', '2', '.', 'no', 'gravy', '.', 'only', '2', 'mark', '.', '2', '!']",21
0,"['no', 'da', ':', ')', 'stupid', 'da', '..', 'always', 'sending', 'like', ':', ')', 'believe', 'message.pandy', 'mental', ':', ')']",17
0,"['oi', 'gon', 'na', 'ring']",4
1,"['missed', 'call', 'alert', '.', 'these', 'number', 'called', 'left', 'message', '.', '07008009200']",11
0,"['i', 'attended', 'nothing', '.']",4
0,"['ard', '530', 'like', 'dat', 'lor', '.', 'we', 'juz', 'meet', 'mrt', 'station', 'ü', 'dun', 'haf', 'come', '.']",16
0,"['no', 'dear', 'sleeping', ':', '-p']",5
0,"['er', 'mw', 'im', 'filled', 'tuth', 'aight']",6
0,"['will', 'office', 'around', '4', 'pm', '.', 'now', 'going', 'hospital', '.']",10
0,"['actually', ""'m"", 'waiting', '2', 'week', 'start', 'putting', 'ad', '.']",9
0,"['anything', 'lor', 'go', 'go', 'lor', '...']",6
0,"['u', 'free', 'sat', 'rite', '?', 'u', 'wan', '2', 'watch', 'infernal', 'affair', 'wif', 'n', 'darren', 'n', 'mayb', 'xy', '?']",18
0,"['plz', 'note', ':', 'anyone', 'calling', 'mobile', 'co.', '&', 'amp', ';', 'asks', 'u', 'type', '#', '&', 'lt', ';', '#', '&', 'gt', ';', '#', '&', 'lt', ';', '#', '&', 'gt', ';', '.', 'do', '.', 'disconnect', 'call', ',', 'coz', 'iz', 'attempt', ""'terrorist"", ""'"", 'make', 'use', 'sim', 'card', '.', 'itz', 'confirmd', 'nokia', 'n', 'motorola', 'n', 'verified', 'cnn', 'ibn', '.']",55
0,"['yo', 'around', '?', 'a', 'friend', 'mine', ""'s"", 'lookin', 'pick', 'later', 'tonight']",11
0,"['stupid', 'auto', 'correct', 'phone']",4
0,"['double', 'eviction', 'week', '-', 'spiral', 'michael', 'good', 'riddance', '!']",9
0,"['``', 'the', 'world', 'suffers', 'lot', '...', 'not', 'violence', 'bad', 'people', '.', 'but', 'silence', 'good', 'people', '!', '``', ',', 'gud', 'night', '....']",21
0,"['ok', 'thats', 'cool', '.', 'its', ',', 'either', 'raglan', 'rd', 'edward', 'rd', '.', 'behind', 'cricket', 'ground', '.', 'gim', 'ring', 'ur', 'closeby', 'see', 'tuesday', '.']",23
0,"['buy', 'one', 'egg', 'da', '..', 'please', ':', ')']",8
0,"['have', 'started', 'skye']",3
0,"['have', 'bookedthe', 'hut', '?', 'and', 'also', 'time', '?', 'how', 'way', '?']",11
0,"['and', 'several', 'sir', '.']",4
0,"['u', 'really', 'pig', 'leh', 'sleep', 'much', '.', 'my', 'dad', 'wake', '10', 'smth', '2', 'eat', 'lunch', 'today', '.']",17
0,"['i', ""'m"", 'home', '.', 'please', 'call']",6
0,"['my', 'love', '...', 'i', 'hope', 'anything', 'drastic', '.', 'do', ""n't"", 'dare', 'sell', 'pc', 'phone', '...']",15
0,"['now', 'reached', 'home', '.', '.', '.', 'i', 'tired', '.', '.', 'i', 'come', 'tomorro']",13
1,"['freemsg', ':', 'our', 'record', 'indicate', 'may', 'entitled', '3750', 'pound', 'accident', '.', 'to', 'claim', 'free', 'reply', 'yes', 'msg', '.', 'to', 'opt', 'text', 'stop']",22
1,"['u', 'win', '£100', 'music', 'gift', 'vouchers', 'every', 'week', 'starting', 'now', 'txt', 'word', 'draw', '87066', 'tscs', 'www.idew.com', 'skillgame', ',', '1winaweek', ',', 'age16', '.', '150ppermesssubscription']",23
0,"['life', 'style', 'garment', 'account', 'please', '.']",6
0,"['lol', 'wtf', 'random', '.', 'btw', 'lunch', 'break']",7
0,"['sez', ',', 'hows', 'u', '&', 'de', 'arab', 'boy', '?', 'hope', 'u', 'r', 'good', 'give', 'love', '2', 'evry1', 'love', 'ya', 'eshxxxxxxxxxxx']",20
0,"['the', 'lay', 'man', '!', 'just', 'let', 'know', 'missed', 'thought', '.', 'do', 'great', 'day', '.', 'and', 'send', 'bimbo', 'ugo', ""'s"", 'number', ',', 'ill', 'appreciate', '.', 'safe']",25
0,"['detroit', '.', 'the', 'home', 'snow', '.', 'enjoy', '.']",8
1,"['show', 'ur', 'colour', '!', 'euro', '2004', '2-4-1', 'offer', '!', 'get', 'england', 'flag', '&', '3lions', 'tone', 'ur', 'phone', '!', 'click', 'following', 'service', 'message', 'info', '!']",24
0,"['okie', '...']",2
0,"['aight', ',', 'i', ""'m"", 'chillin', 'friend', ""'s"", 'room', 'text', ""'re"", 'way']",11
0,"['is', 'toshiba', 'portege', 'm100', 'gd', '?']",6
0,"['well', 'welp', 'sort', 'semiobscure', 'internet', 'thing']",6
1,"['text', 'pass', '69669', 'collect', 'polyphonic', 'ringtones', '.', 'normal', 'gprs', 'charge', 'apply', '.', 'enjoy', 'tone']",14
1,"['accordingly', '.', 'i', 'repeat', ',', 'text', 'word', 'ok', 'mobile', 'phone', 'send']",11
0,"['loosu', 'go', 'hospital', '.', 'de', 'dont', 'let', 'careless', '.']",9
0,"['how', 'much', 'eighth', '?']",4
0,"['omg', 'joanna', 'freaking', '.', 'she', ""'s"", 'looked', 'thru', 'friend', 'find', 'photo', '.', 'and', ""'s"", 'asking', 'stuff', 'myspace', 'i', ""n't"", 'even', 'logged', 'like', 'year', '.', ':', '/']",26
0,"['send', 'ur', 'birthdate', 'month', 'year', ',', 'i', 'tel', 'u', 'ur', 'life', 'partner', ""'s"", 'name', '.', 'method', 'calculation', '.', 'reply', 'must', '.']",21
0,"['juz', 'havent', 'woke', 'bit', 'blur', 'blur', '...', 'can', '?', 'dad', 'went', 'liao', '...', 'i', 'cant', 'cum', 'oso', '...']",18
0,"['how', 'clothes', ',', 'jewelry', ',', 'trip', '?']",7
1,"['block', 'breaker', 'come', 'deluxe', 'format', 'new', 'feature', 'great', 'graphic', 't-mobile', '.', 'buy', '£5', 'replying', 'get', 'bbdeluxe', 'take', 'challenge']",18
0,"['aah', '!', 'a', 'cuddle', 'would', 'lush', '!', 'i', ""'d"", 'need', 'lot', 'tea', 'soup', 'kind', 'fumbling', '!']",16
1,"['important', 'information', '4', 'orange', 'user', '.', 'today', 'lucky', 'day', '!', '2find', 'log', 'onto', 'http', ':', '//www.urawinner.com', 'there', ""'s"", 'a', 'fantastic', 'surprise', 'awaiting', 'you', '!']",24
0,"['i', 'late', '.', 'i']",4
0,"['sad', 'story', 'man', '-', 'last', 'week', ""b'day"", '.', 'my', 'wife', ""did'nt"", 'wish', '.', 'my', 'parents', 'forgot', 'n', 'kids', '.', 'i', 'went', 'work', '.', 'even', 'colleagues', 'wish', '.']",27
0,"['are', 'plan', 'family', 'set', 'stone', '?']",6
0,"['pls', 'dont', 'forget', 'study']",4
0,"['you', ""'ll"", 'never', 'believe', 'actually', 'got', 'taunton', '.', 'wow']",9
0,"['den', 'weekday', 'got', 'special', 'price', '...', 'haiz', '...', 'cant', 'eat', 'liao', '...', 'cut', 'nail', 'oso', 'muz', 'wait', 'finish', 'drivin', 'wat', ',', 'lunch', 'still', 'muz', 'eat', 'wat', '...']",27
0,"['she', 'broke', 'list', 'reason', 'nobody', ""'s"", 'town', 'i', 'ca', ""n't"", 'tell', ""'s"", 'sarcastic', 'faggy']",14
0,"['&', 'lt', ';', 'decimal', '&', 'gt', ';', 'common', 'car', 'better', 'buy', 'china', 'asia', '.', 'or', 'find', 'less', 'expensive', '.', 'i.ll', 'holla']",21
0,"['the', 'greatest', 'test', 'courage', 'earth', 'bear', 'defeat', 'without', 'losing', 'heart', '....', 'gn', 'tc']",13
0,"['sorry', 'im', 'stil', 'fucked', 'after', 'last', 'nite', 'went', 'tobed', 'at', '430', 'got', 'up', '4', 'work', 'at', '630']",17
0,"['hey', 'whats', 'plan', 'sat', '?']",5
0,"['beauty', 'sleep', 'help', 'ur', 'pimple', '.']",6
0,"['great', '.', 'hope', 'using', 'connection', 'mode', 'men', 'also', 'co', 'never', 'know', 'old', 'friend', 'lead', 'today']",15
1,"['natalja', '(', '25/f', ')', 'inviting', 'friend', '.', 'reply', 'yes-440', 'no-440', 'see', ':', 'www.sms.ac/u/nat27081980', 'stop', '?', 'send', 'stop', 'frnd', '62468']",19
0,"['where', 'get', '?']",3
0,"['kind', '.', 'just', 'missed', 'train', 'co', 'asthma', 'attack', ',', 'nxt', 'one', 'half', 'hr', 'driving', '.', 'sure', 'park', '.']",18
0,"['ball', 'moving', 'lot.will', 'spin', 'last', ':', ')', 'difficult', 'bat', ':', ')']",11
0,"['haiyoh', '...', 'maybe', 'hamster', 'jealous', 'million']",6
0,"['can', 'please', 'send', 'aunty', ""'s"", 'number']",6
0,"['i', ""'m"", 'glad', '.', 'you', 'following', 'dream', '.']",8
0,"['i', ""'ve"", 'reached', 'home', 'finally', '...']",6
1,"['urgent', '.', 'important', 'information', '02', 'user', '.', 'today', 'lucky', 'day', '!', '2', 'find', ',', 'log', 'onto', 'http', ':', '//www.urawinner.com', 'fantastic', 'surprise', 'awaiting', '!']",23
1,"['winner', '!', '!', 'as', 'valued', 'network', 'customer', 'selected', 'receivea', '£900', 'prize', 'reward', '!', 'to', 'claim', 'call', '09061701461', '.', 'claim', 'code', 'kl341', '.', 'valid', '12', 'hour', '.']",26
0,"['wn', 'u', 'r', 'hurt', 'prsn', 'close', '2', 'u', ',', 'fight', 'wit', 'dem', '.', 'coz', 'somtimes', 'dis', 'fight', 'save', 'relation', 'bt', 'quiet', 'leaf', 'nothin', 'relation', '..', 'gud', 'eveb-', ')']",28
0,"['u', 'call', '...']",3
0,"['science', 'tell', 'chocolate', 'melt', 'sunlight', '.', 'please', ""n't"", 'walk', 'sunlight', '.', 'bcoz', ',', 'i', ""n't"", 'want', 'loss', 'sweet', 'friend', '.']",20
0,"['yes', '.', 'i', 'come', 'nyc', 'audiitions', 'trying', 'relocate', '.']",9
0,"['i', 'pocked']",2
0,"['congrats', '.', 'that', ""'s"", 'great', '.', 'i', 'wanted', 'tell', 'tell', 'score', 'co', 'might', 'make', 'relax', '.', 'but', 'motivating', 'thanks', 'sharing']",20
0,"['i', 'wud', 'never', 'mind', 'u', 'dont', 'miss', 'u', 'dont', 'need', '..', 'but', 'u', 'wil', 'really', 'hurt', 'wen', 'u', 'need', '&', 'amp', ';', 'u', 'dont', 'tell', '.........', 'take', 'care', ':', '-', ')']",31
0,"['hey', 'mr', 'whats', 'name', 'bill', 'brison', 'book', 'one', 'language', 'word']",10
0,"['okay', ',', 'good', ',', 'problem', ',', 'thanx', '!']",8
0,"['for', 'information', ',', 'ikea', 'spelled', 'cap', '.', 'that', 'yelling', '.', 'thought', 'left', ',', 'sitting', 'bed', 'among', 'mess', 'came', '.', 'said', 'going', 'got', 'home', 'class', '.', 'please', ""n't"", 'try', 'bullshit', '.', 'it', 'make', 'want', 'listen', 'less', '.']",36
0,"['call', 'u', ""'re"", 'done', '...']",5
0,['g.w.r'],1
0,"['you', 'best', 'watch', 'say', 'cause', 'i', 'get', 'drunk', 'motherfucker']",9
1,"['kit', 'strip', '-', 'billed', '150p', '.', 'netcollex', 'ltd.', 'po', 'box', '1013', 'ig11', 'oja']",13
1,"['hmv', 'bonus', 'special', '500', 'pound', 'genuine', 'hmv', 'voucher', '.', 'just', 'answer', '4', 'easy', 'question', '.', 'play', 'now', '!', 'send', 'hmv', '86688', 'more', 'info', ':', 'www.100percent-real.com']",25
1,"['please', 'call', '08712402578', 'immediately', 'urgent', 'message', 'waiting']",7
1,"['thesmszone.com', 'let', 'send', 'free', 'anonymous', 'masked', 'message', '..', 'im', 'sending', 'message', '..', 'see', 'potential', 'abuse', '?', '?', '?']",18
1,"['well', 'done', '!', 'your', '4', '*', 'costa', 'del', 'sol', 'holiday', '£5000', 'await', 'collection', '.', 'call', '09050090044', 'now', 'toclaim', '.', 'sae', ',', 'tcs', ',', 'pobox334', ',', 'stockport', ',', 'sk38xh', ',', 'cost£1.50/pm', ',', 'max10mins']",32
0,"['hurt', '...', 'tease', '...', 'make', 'cry', '...', 'but', 'end', 'life', 'die', 'plz', 'keep', 'one', 'rose', 'grave', 'say', 'stupid', 'i', 'miss', 'u', '..', 'have', 'a', 'nice', 'day', 'bslvyl']",27
0,"['erm', '...', 'woodland', 'avenue', 'somewhere', '.', 'do', 'get', 'parish', 'magazine', ',', 'telephone', 'number', '.']",14
0,"['are', 'ta', 'job', 'available', '?', 'let', 'know', 'please', 'co', 'really', 'need', 'start', 'working']",13
0,"['aiyar', 'hard', '2', 'type', '.', 'u', 'later', 'free', 'tell', 'call', 'n', 'scold', 'n', 'tell', 'u', '.']",16
0,"['yup', ""'m"", 'free', '...']",4
0,"['good', 'good', ',', 'billy', 'mate', 'gone', '.', 'just', 'jogging', ',', '!', 'did', 'enjoy', 'concert', '?']",15
0,"['yo', 'come', 'carlos', 'soon']",4
0,"['awww', 'dat', 'sweet', '!', 'we', 'think', 'something', '!', 'have', 'nice', 'time', 'tonight', 'ill', 'probably', 'txt', 'u', 'later', 'co', 'im', 'lonely', ':', '(', 'xxx', '.']",24
0,"['i', 'guess', 'useless', 'calling', 'u', '4', 'something', 'important', '.']",9
0,"['ha', 'ha', '-', 'popped', 'loo', 'hello-ed', '.', 'hello', '!']",9
0,"['he', 'dint', 'tell', 'anything', '.', 'he', 'angry', 'told', 'abi', '.']",10
1,"['someone', 'u', 'know', 'asked', 'dating', 'service', '2', 'contact', '!', 'cant', 'guess', '?', 'call', '09058091854', 'now', 'revealed', '.', 'po', 'box385', 'm6', '6wu']",21
0,"['it', 'happens', 'r', '2waxsto', 'wat', 'want', '.', 'she', 'come', 'ill', 'get', 'medical', 'insurance', '.', 'and', ""'ll"", 'able', 'deliver', 'basic', 'care', '.', 'i', ""'m"", 'currently', 'shopping', 'right', 'medical', 'insurance', '.', 'so', 'give', 'til', 'friday', 'morning', '.', 'thats', 'i.ll', 'see', 'major', 'person', 'guide', 'right', 'insurance', '.']",44
0,"['i', 'keep', 'ten', 'r', 'shelf', ':', ')', 'buy', 'two', 'egg', '.']",11
0,"['i', ""n't"", 'well', 'babe', ',', 'swollen', 'gland', 'throat', '...', 'what', 'end', '?']",12
0,"['is', 'ur', 'change', '2', 'da', 'report', 'big', '?', 'cos', ""'ve"", 'already', 'made', 'change', '2', 'da', 'previous', 'report', '.']",18
0,"['captain', 'room', ':', ')']",4
0,"['i', 'ca', ""n't"", 'speak', ',', 'bcaz', 'mobile', 'problem', '.', 'i', 'listen', ""n't"", 'listen', 'voice', '.', 'so', 'call', 'later', '.']",19
0,"['hiya', 'stu', 'wot', 'u', 'up', '2.im', 'in', 'so', 'much', 'truble', 'at', 'home', 'at', 'moment', 'evone', 'hates', 'me', 'even', 'u', '!', 'wot', 'the', 'hell', 'av', 'i', 'done', 'now', '?', 'y', 'wont', 'u', 'just', 'tell', 'me', 'text', 'bck', 'please', 'luv', 'dan']",39
0,"['s', '...', 'take', 'mokka', 'player', ':', ')']",7
0,"['are', 'still', 'playing', 'gautham', '?']",5
0,"['hey', 'mr', 'i', 'going', 'sea', 'view', 'couple', 'gay', 'i', 'mean', 'game', '!', 'give', 'bell', 'ya', 'finish']",16
0,"['k', ',', 'jason', 'say', ""'s"", 'gon', 'na', 'around', 'i', ""'ll"", 'around', '&', 'lt', ';', '#', '&', 'gt', ';']",18
0,"['sorry', '.', 'i', 'able', 'get', '.', 'see', 'morning', '.']",9
0,"['aight', 'well', 'keep', 'informed']",4
0,"['i', 'number', 'sir']",3
0,"['am', 'searching', 'good', 'dual', 'sim', 'mobile', 'pa', '.']",8
0,"['that', 'seems', 'unnecessarily', 'hostile']",4
0,"['dude', 'got', 'haircut', '.', 'now', 'breezy']",6
1,"['congrats', '!', '2', 'mobile', '3g', 'videophones', 'r', '.', 'call', '09061744553', '!', 'videochat', 'wid', 'ur', 'mate', ',', 'play', 'java', 'game', ',', 'dload', 'polyh', 'music', ',', 'noline', 'rentl', '.', 'bx420', '.', 'ip4', '.', '5we', '.', '150pm']",34
0,"['1apple/day=no', 'doctor', '.', '1tulsi', 'leaf/day=no', 'cancer', '.', '1lemon/day=no', 'fat', '.', '1cup', 'milk/day=no', 'bone', 'problms', '3', 'litres', 'watr/day=no', 'diseases', 'snd', 'th', '2', 'whom', 'u', 'care', '..', ':', '-', ')']",28
0,"['thought', 'king', 'hill', 'thing', '.']",5
0,"['nope', ""'ll"", 'come', 'online', '..']",5
0,"['also', 'tell', 'him', 'i', 'said', 'happy', 'birthday']",7
0,"['y', 'bishan', 'lei', '...', 'i', 'tot', 'ü', 'say', 'lavender', '?']",10
0,"['boo', 'time', 'u', 'get', '?', 'u', 'supposed', 'take', 'shopping', 'today', '.', ':', '(']",13
0,"['now', 'u', 'sound', 'like', 'manky', 'scouse', 'boy', 'steve', ',', 'like', '!', 'i', 'travelling', 'da', 'bus', 'home.wot', 'u', 'inmind', '4', 'recreation', 'dis', 'eve', '?']",23
0,"['fyi', 'i', ""'m"", 'taking', 'quick', 'shower', ',', 'epsilon', 'like', '&', 'lt', ';', '#', '&', 'gt', ';', 'min']",17
0,"['tuesday', 'night', 'r', 'u', '4', 'real']",6
0,"['yes', 'appt', '?']",3
0,"['just', 'got', 'outta', 'class', 'gon', 'na', 'go', 'gym', '.']",9
0,"['i', 'want', 'sent', '&', 'lt', ';', '#', '&', 'gt', ';', 'mesages', 'today', '.', 'thats', '.', 'sorry', 'hurt']",17
0,"['ü', 'write', 'wat', '..']",4
0,"['ha', '!', 'i', 'would', ""n't"", 'say', 'i', ""n't"", 'read', 'anything', 'way', 'u', 'seemed', '.', 'i', ""n't"", 'like', '2', 'judgemental', '....', 'save', 'friday', 'pub', '!']",24
0,"['its', 'valentine', 'game', '.', '.', '.', 'send', 'dis', 'msg', 'ur', 'friend', '.', '.', 'if', '5', 'answer', 'r', 'someone', 'really', 'love', 'u.', '.', 'ques-', 'colour', 'suit', 'best', '?']",27
0,"['hi', ':', ')', 'asked', 'waheeda', 'fathima', 'leave', '?']",8
0,"['enjoy', 'urself', 'tmr', '...']",4
0,"['you', 'still', 'around', '?', 'i', 'could', 'use', 'half-8th']",8
1,"['u', '447801259231', 'secret', 'admirer', 'looking', '2', 'make', 'contact', 'u-find', 'r', '*', 'reveal', 'think', 'ur', 'special-call', '09058094597']",16
0,"['you', 'give', 'u', 'back', 'id', 'proof', '&', 'lt', ';', '#', '&', 'gt', ';', 'r', '.', 'we', 'wont', 'allow', 'work', '.', 'we', 'come', 'home', 'within', 'day']",25
0,"['ü', 'bot', 'note', 'oredi', '...', 'cos', 'juz', 'rem', 'got', '...']",10
0,"['yes', '.', 'rent', 'expensive', 'way', 'save', '.']",7
0,"['night', 'ended', 'another', 'day', ',', 'morning', 'come', 'special', 'way', '.', 'may', 'smile', 'like', 'sunny', 'ray', 'leaf', 'worry', 'blue', 'blue', 'bay', '.', 'gud', 'mrng']",23
0,"['hows', 'pain', 'dear', '?', 'r', 'u', 'smiling', '?']",8
0,"['fun', 'fact', ':', 'although', 'would', 'think', 'armand', 'would', 'eventually', 'build', 'tolerance', 'shit', 'considering', 'much', 'smoke', ',', 'get', 'fucked', 'like', '2', 'hit']",21
1,"['important', 'information', '4', 'orange', 'user', '0789xxxxxxx', '.', 'today', 'lucky', 'day', '!', '2find', 'log', 'onto', 'http', ':', '//www.urawinner.com', 'there', ""'s"", 'a', 'fantastic', 'surprise', 'awaiting', 'you', '!']",25
0,"['sorry', ',', 'i', 'ca', ""n't"", 'help', '.']",7
0,"['great', '.', 'so', 'send', 'account', 'number', '.']",7
0,"['hellogorgeous', ',', 'hows', 'u', '?', 'my', 'fone', 'was', 'on', 'charge', 'lst', 'nitw', 'wen', 'u', 'texd', 'me', '.', 'hopeu', 'ad', 'a', 'nice', 'wkend', 'as', 'im', 'sure', 'u', 'did', 'lookin', '4ward', '2', 'c-in', 'u', '2mrw', 'luv', 'jaz']",35
1,"['our', 'dating', 'service', 'asked', '2', 'contact', 'u', 'someone', 'shy', '!', 'call', '09058091870', 'now', 'revealed', '.', 'pobox84', ',', 'm26', '3uz', '150p']",20
0,"['ü', 'send', 'content', 'page', '...']",5
0,"['night', 'sweet', ',', 'sleep', 'well', '!', 'i', ""'ve"", 'see', 'the', 'exorcism', 'emily', 'rose', 'may', 'never', 'sleep', '!', 'hugs', 'snogs', '!']",20
